target_id	length	eff_length	est_counts	tpm
nHd.2.3.1.t10095-RA	264	98.3661	4997	281.518
nHd.2.3.1.t06723-RA	1506	1328.34	244.601	1.02045
nHd.2.3.1.t10383-RA	3813	3635.34	7577	11.5503
nHd.2.3.1.t01438-RA	1197	1019.34	4600	25.0082
nHd.2.3.1.t18642-RA	1035	857.336	66.5872	0.43041
nHd.2.3.1.t11647-RA	651	473.41	333.684	3.90607
nHd.2.3.1.t02138-RA	2940	2762.34	28910	57.9981
nHd.2.3.1.t00106-RA	306	135.391	544.654	22.2932
nHd.2.3.1.t14880-RA	2793	2615.34	603.34	1.27843
nHd.2.3.1.t11155-RA	1962	1784.34	46	0.142864
nHd.2.3.1.t00283-RA	573	395.529	2	0.0280217
nHd.2.3.1.t17043-RA	2073	1895.34	30.3228	0.0886596
nHd.2.3.1.t20766-RA	399	223.431	6.29309	0.156085
nHd.2.3.1.t18018-RA	1894	1716.34	93	0.300277
nHd.2.3.1.t02297-RA	2565	2387.34	24768	57.4936
nHd.2.3.1.t15197-RA	1485	1307.34	1420.15	6.0199
nHd.2.3.1.t08564-RA	2451	2273.34	3712	9.04871
nHd.2.3.1.t02922-RA	1566	1388.34	5743	22.9238
nHd.2.3.1.t10987-RA	720	542.39	1476.83	15.089
nHd.2.3.1.t06238-RA	519	341.798	1942	31.4863
nHd.2.3.1.t00030-RA	312	140.835	0	0
nHd.2.3.1.t11059-RA	828	650.366	296	2.52218
nHd.2.3.1.t11534-RA	1473	1295.34	22787	97.487
nHd.2.3.1.t04054-RA	2913	2735.34	17406.9	35.2658
nHd.2.3.1.t12139-RA	1068	890.336	404	2.5146
nHd.2.3.1.t05911-RA	975	797.336	8935	62.1005
nHd.2.3.1.t06867-RA	489	311.98	8	0.142104
nHd.2.3.1.t16999-RA	300	129.93	1092.25	46.5861
nHd.2.3.1.t10248-RA	990	812.336	46	0.313808
nHd.2.3.1.t00575-RA	903	725.352	6558	50.1031
nHd.2.3.1.t07759-RA	1356	1178.34	8373	39.378
nHd.2.3.1.t18255-RA	276	108.622	245.871	12.5439
nHd.2.3.1.t08220-RA	256	91.6484	52.7568	3.19004
nHd.2.3.1.t15190-RA	303	132.638	10.329	0.431552
nHd.2.3.1.t13718-RA	1326	1148.34	234	1.12925
nHd.2.3.1.t21929-RA	267	100.873	268.701	14.7617
nHd.2.3.1.t15327-RA	1020	842.336	919	6.04606
nHd.2.3.1.t22383-RA	722	544.39	0	0
nHd.2.3.1.t02179-RA	1269	1091.34	11038	56.0498
nHd.2.3.1.t10816-RA	327	154.7	2	0.0716444
nHd.2.3.1.t10434-RA	4044	3866.34	2376	3.40556
nHd.2.3.1.t01055-RA	270	103.426	216.446	11.5975
nHd.2.3.1.t00168-RA	1230	1052.34	60527	318.74
nHd.2.3.1.t14870-RA	540	362.687	6896.24	105.371
nHd.2.3.1.t19280-RA	105	17.4116	262.202	83.4529
nHd.2.3.1.t15533-RA	243	81.0664	1	0.0683599
nHd.2.3.1.t20748-RA	366	191.575	2495	72.1728
nHd.2.3.1.t22278-RA	279	111.238	13	0.647641
nHd.2.3.1.t18891-RA	507	329.845	888	14.9192
nHd.2.3.1.t19387-RA	222	64.7022	2.79516	0.239403
nHd.2.3.1.t10299-RA	741	563.39	264	2.59679
nHd.2.3.1.t13663-RA	288	119.191	325	15.1106
nHd.2.3.1.t15355-RA	855	677.366	14566	119.168
nHd.2.3.1.t11315-RA	2406	2228.34	15047	37.4207
nHd.2.3.1.t17440-RA	444	267.478	7741	160.381
nHd.2.3.1.t03449-RA	438	261.547	321	6.80139
nHd.2.3.1.t09087-RA	330	157.515	5371	188.963
nHd.2.3.1.t17868-RA	594	416.488	44.0901	0.586653
nHd.2.3.1.t14545-RA	870	692.366	2692.35	21.5495
nHd.2.3.1.t10712-RA	2385	2207.34	23176	58.1851
nHd.2.3.1.t21861-RA	253	89.1961	74	4.59756
nHd.2.3.1.t16092-RA	1419	1241.34	2552	11.3929
nHd.2.3.1.t15394-RA	1389	1211.34	2387	10.9202
nHd.2.3.1.t00551-RA	213	58.1725	27	2.5721
nHd.2.3.1.t12114-RA	549	371.635	189.665	2.82822
nHd.2.3.1.t18496-RA	948	770.352	40778	293.345
nHd.2.3.1.t11434-RA	348	174.423	16419	521.657
nHd.2.3.1.t15082-RA	750	572.39	15008	145.302
nHd.2.3.1.t01203-RA	1722	1544.34	6856	24.602
nHd.2.3.1.t16221-RA	261	95.8426	37	2.13937
nHd.2.3.1.t19525-RA	802	624.366	10.2989	0.0914102
nHd.2.3.1.t15478-RA	309	138.12	1016.17	40.7709
nHd.2.3.1.t21492-RA	370	195.415	85.0969	2.41323
nHd.2.3.1.t06336-RA	774	596.378	6603	61.3566
nHd.2.3.1.t10118-RA	1245	1067.34	6533	33.9198
nHd.2.3.1.t11610-RA	693	515.39	1341	14.419
nHd.2.3.1.t06526-RA	246	83.4606	346.083	22.9795
nHd.2.3.1.t15739-RA	1008	830.336	32	0.213569
nHd.2.3.1.t02314-RA	1590	1412.34	4895	19.2069
nHd.2.3.1.t01217-RA	783	605.378	2682	24.5513
nHd.2.3.1.t20738-RA	1017	839.336	63.3691	0.418392
nHd.2.3.1.t04597-RA	1452	1274.34	105	0.456612
nHd.2.3.1.t06138-RA	1515	1337.34	4667.34	19.3407
nHd.2.3.1.t06628-RA	648	470.41	4166	49.0778
nHd.2.3.1.t17883-RA	735	557.39	432.779	4.30278
nHd.2.3.1.t16002-RA	4503	4325.34	0	0
nHd.2.3.1.t15344-RA	267	100.873	13.2755	0.729319
nHd.2.3.1.t13137-RA	1671	1493.34	239	0.886916
nHd.2.3.1.t04773-RA	1134	956.336	6206.83	35.9668
nHd.2.3.1.t16706-RA	861	683.366	616	4.99539
nHd.2.3.1.t18939-RA	2436	2258.34	152.578	0.374409
nHd.2.3.1.t04263-RA	1938	1760.34	863	2.7168
nHd.2.3.1.t13004-RA	2980	2802.34	993.864	1.96539
nHd.2.3.1.t20001-RA	266	100.043	248.479	13.764
nHd.2.3.1.t09562-RA	231	71.5571	2155.69	166.946
nHd.2.3.1.t09503-RA	1395	1217.34	1758	8.00296
nHd.2.3.1.t00315-RA	738	560.39	356	3.52048
nHd.2.3.1.t20927-RA	600	422.471	2487	32.6228
nHd.2.3.1.t12162-RA	645	467.41	2441	28.9409
nHd.2.3.1.t11685-RA	1881	1703.34	225	0.732022
nHd.2.3.1.t01546-RA	2250	2072.34	2276	6.08631
nHd.2.3.1.t05552-RA	1155	977.336	52	0.29485
nHd.2.3.1.t08529-RA	2724	2546.34	190.504	0.414601
nHd.2.3.1.t12644-RA	1386	1208.34	7235	33.1813
nHd.2.3.1.t02730-RA	567	389.544	59417	845.271
nHd.2.3.1.t10554-RA	1374	1196.34	213	0.986662
nHd.2.3.1.t02944-RA	2364	2186.34	10100.1	25.6006
nHd.2.3.1.t02092-RA	5403	5225.34	58	0.0615114
nHd.2.3.1.t08995-RA	1209	1031.34	2581	13.8685
nHd.2.3.1.t05791-RA	1788	1610.34	23502	80.878
nHd.2.3.1.t20808-RA	270	103.426	185	9.91253
nHd.2.3.1.t14369-RA	387	211.829	82	2.14522
nHd.2.3.1.t02251-RA	1647	1469.34	21757	82.0578
nHd.2.3.1.t02457-RA	1446	1268.34	2523.28	11.0249
nHd.2.3.1.t06027-RA	4101	3923.34	7146	10.0937
nHd.2.3.1.t04897-RA	1170	992.336	4035.34	22.5353
nHd.2.3.1.t19752-RA	427	250.809	7	0.154667
nHd.2.3.1.t01909-RA	2334	2156.34	29071	74.7112
nHd.2.3.1.t08310-RA	417	240.966	0	0
nHd.2.3.1.t16450-RA	483	306.073	3885	70.341
nHd.2.3.1.t01146-RA	1317	1139.34	12266.6	59.6645
nHd.2.3.1.t22909-RA	275	107.769	2.86178	0.147158
nHd.2.3.1.t00476-RA	6207	6029.34	31286	28.7556
nHd.2.3.1.t19435-RA	834	656.366	18	0.151974
nHd.2.3.1.t10022-RA	1713	1535.34	19758	71.3151
nHd.2.3.1.t18468-RA	690	512.39	1506	16.2879
nHd.2.3.1.t02599-RA	3288	3110.34	5223	9.30582
nHd.2.3.1.t05227-RA	1533	1355.34	10591	43.3044
nHd.2.3.1.t06489-RA	2733	2555.34	8386	18.1865
nHd.2.3.1.t02984-RA	1551	1373.34	2936	11.8474
nHd.2.3.1.t07348-RA	2310	2132.34	11566	30.0587
nHd.2.3.1.t13697-RA	846	668.366	31	0.257033
nHd.2.3.1.t15221-RA	909	731.352	50.2172	0.380512
nHd.2.3.1.t10465-RA	297	127.183	3207	139.737
nHd.2.3.1.t22224-RA	261	95.8426	428.983	24.8041
nHd.2.3.1.t00348-RA	792	614.378	2475	22.3245
nHd.2.3.1.t08525-RA	1515	1337.34	5137	21.2868
nHd.2.3.1.t07581-RA	1203	1025.34	952	5.14533
nHd.2.3.1.t11477-RA	750	572.39	2.15124	0.0208276
nHd.2.3.1.t21193-RA	418	241.942	558.129	12.784
nHd.2.3.1.t05980-RA	564	386.552	10594	151.878
nHd.2.3.1.t12257-RA	2076	1898.34	297	0.867013
nHd.2.3.1.t12311-RA	624	446.437	5741.1	71.2652
nHd.2.3.1.t06957-RA	5232	5054.34	10781.2	11.8208
nHd.2.3.1.t14068-RA	1983	1805.34	8670	26.6136
nHd.2.3.1.t07425-RA	2535	2357.34	11461	26.9428
nHd.2.3.1.t10019-RA	1434	1256.34	3321	14.6489
nHd.2.3.1.t00202-RA	3885	3707.34	26501	39.6134
nHd.2.3.1.t01334-RA	546	368.657	3176.18	47.7447
nHd.2.3.1.t15092-RA	1434	1256.34	1734	7.64866
nHd.2.3.1.t10745-RA	1521	1343.34	1566	6.46025
nHd.2.3.1.t07350-RA	3570	3392.34	12595.9	20.5766
nHd.2.3.1.t04734-RA	417	240.966	3	0.0689933
nHd.2.3.1.t16691-RA	213	58.1725	0.688311	0.0655706
nHd.2.3.1.t06529-RA	2664	2486.34	10514	23.4342
nHd.2.3.1.t13075-RA	2049	1871.34	116	0.343517
nHd.2.3.1.t04275-RA	483	306.073	26685	483.153
nHd.2.3.1.t07785-RA	1488	1310.34	15859	67.0711
nHd.2.3.1.t12186-RA	3243	3065.34	16665.1	30.1281
nHd.2.3.1.t00698-RA	750	572.39	4810	46.5688
nHd.2.3.1.t08030-RA	519	341.798	996	16.1485
nHd.2.3.1.t19489-RA	597	419.471	116.551	1.53977
nHd.2.3.1.t19580-RA	808	630.366	1542	13.5561
nHd.2.3.1.t13873-RA	1137	959.336	1389	8.02368
nHd.2.3.1.t14920-RA	451	274.402	2286.79	46.1829
nHd.2.3.1.t11062-RA	2292	2114.34	668	1.75083
nHd.2.3.1.t00979-RA	1710	1532.34	7231	26.1509
nHd.2.3.1.t11934-RA	390	214.713	5	0.129049
nHd.2.3.1.t09297-RA	777	599.378	18	0.166423
nHd.2.3.1.t01485-RA	2397	2219.34	13857.1	34.6013
nHd.2.3.1.t17714-RA	444	267.478	1285.34	26.6301
nHd.2.3.1.t22101-RA	243	81.0664	1154	78.8873
nHd.2.3.1.t19751-RA	1503	1325.34	27	0.112896
nHd.2.3.1.t11967-RA	1512	1334.34	3997.56	16.6025
nHd.2.3.1.t01715-RA	705	527.39	1424	14.963
nHd.2.3.1.t12378-RA	459	282.307	45852	900.075
nHd.2.3.1.t03373-RA	1563	1385.34	2703	10.8127
nHd.2.3.1.t05765-RA	729	551.39	95.4629	0.959439
nHd.2.3.1.t07229-RA	861	683.366	11965	97.029
nHd.2.3.1.t15567-RA	753	575.39	1	0.00963118
nHd.2.3.1.t21068-RA	361	186.781	291	8.6338
nHd.2.3.1.t18875-RA	1244	1066.34	106	0.550876
nHd.2.3.1.t16238-RA	2820	2642.34	83.3893	0.17489
nHd.2.3.1.t07232-RA	651	473.41	35	0.409707
nHd.2.3.1.t14905-RA	363	188.683	0	0
nHd.2.3.1.t06678-RA	2445	2267.34	24399.4	59.6356
nHd.2.3.1.t20318-RA	324	151.894	8	0.291871
nHd.2.3.1.t04310-RA	9273	9095.34	96347	58.7032
nHd.2.3.1.t13481-RA	1443	1265.34	3390	14.8469
nHd.2.3.1.t10309-RA	360	185.83	3342	99.6626
nHd.2.3.1.t06854-RA	3156	2978.34	12521.8	23.2989
nHd.2.3.1.t18254-RA	1471	1293.34	349	1.4954
nHd.2.3.1.t16730-RA	814	636.366	10	0.0870834
nHd.2.3.1.t21795-RA	210	55.9812	22	2.17782
nHd.2.3.1.t10979-RA	1983	1805.34	298	0.914746
nHd.2.3.1.t03383-RA	384	208.934	4083	108.296
nHd.2.3.1.t07274-RA	1917	1739.34	8296	26.4318
nHd.2.3.1.t11857-RA	1056	878.336	11023	69.5475
nHd.2.3.1.t08124-RA	4759	4581.34	21735	26.2912
nHd.2.3.1.t17505-RA	979	801.336	886	6.12719
nHd.2.3.1.t01353-RA	489	311.98	35.1118	0.62369
nHd.2.3.1.t07436-RA	1293	1115.34	29.2191	0.145179
nHd.2.3.1.t01443-RA	1005	827.336	3603.35	24.1361
nHd.2.3.1.t03980-RA	906	728.352	50	0.380427
nHd.2.3.1.t11602-RA	363	188.683	554	16.2712
nHd.2.3.1.t22076-RA	138	17.8331	15.2691	4.74492
nHd.2.3.1.t08180-RA	783	605.378	7368.23	67.4494
nHd.2.3.1.t03098-RA	435	258.625	9182	196.747
nHd.2.3.1.t00657-RA	1725	1547.34	8078	28.9309
nHd.2.3.1.t16299-RA	621	443.437	331	4.13655
nHd.2.3.1.t16149-RA	417	240.966	1897.22	43.6317
nHd.2.3.1.t13148-RA	1155	977.336	90.2223	0.511578
nHd.2.3.1.t15437-RA	2782	2604.34	11677	24.8471
nHd.2.3.1.t08376-RA	1437	1259.34	2056.39	9.0491
nHd.2.3.1.t10624-RA	702	524.39	0	0
nHd.2.3.1.t18694-RA	522	344.757	57	0.916229
nHd.2.3.1.t01115-RA	948	770.352	5627	40.479
nHd.2.3.1.t15112-RA	918	740.352	16.6007	0.124259
nHd.2.3.1.t17742-RA	657	479.4	2735	31.6156
nHd.2.3.1.t17607-RA	1256	1078.34	2636.11	13.5473
nHd.2.3.1.t15794-RA	1122	944.336	2411	14.1486
nHd.2.3.1.t19520-RA	1065	887.336	9	0.0562078
nHd.2.3.1.t20557-RA	342	168.778	0	0
nHd.2.3.1.t19991-RA	379	204.08	55.9599	1.51956
nHd.2.3.1.t03676-RA	2295	2117.34	18447	48.2812
nHd.2.3.1.t02612-RA	654	476.41	98	1.13996
nHd.2.3.1.t05573-RA	1158	980.336	101.688	0.574824
nHd.2.3.1.t22894-RA	299	129.002	12.6091	0.541665
nHd.2.3.1.t17363-RA	204	51.8192	10	1.06943
nHd.2.3.1.t04362-RA	1938	1760.34	3989	12.5577
nHd.2.3.1.t12703-RA	531	353.729	1353	21.1967
nHd.2.3.1.t10855-RA	726	548.39	26	0.26274
nHd.2.3.1.t06989-RA	2163	1985.34	662	1.84785
nHd.2.3.1.t11655-RA	207	53.9168	12920	1327.95
nHd.2.3.1.t09024-RA	3679	3501.34	2850	4.5108
nHd.2.3.1.t10645-RA	1245	1067.34	23	0.119418
nHd.2.3.1.t06991-RA	1863	1685.34	876	2.88045
nHd.2.3.1.t00041-RA	366	191.575	151	4.36797
nHd.2.3.1.t08833-RA	1377	1199.34	1327	6.13158
nHd.2.3.1.t20304-RA	147	20.7062	113.283	30.3184
nHd.2.3.1.t15881-RA	1101	923.336	50934.2	305.697
nHd.2.3.1.t21820-RA	254	90.0268	204.422	12.5834
nHd.2.3.1.t17668-RA	939	761.352	18.9087	0.137632
nHd.2.3.1.t18075-RA	1797	1619.34	1146	3.92184
nHd.2.3.1.t11276-RA	258	93.3297	4	0.23751
nHd.2.3.1.t04742-RA	222	64.7022	46	3.93986
nHd.2.3.1.t14930-RA	981	803.336	12153.4	83.8385
nHd.2.3.1.t09559-RA	675	497.39	1404	15.6427
nHd.2.3.1.t08172-RA	1596	1418.34	27298.8	106.661
nHd.2.3.1.t04288-RA	2265	2087.34	29219.2	77.5744
nHd.2.3.1.t09767-RA	2934	2756.34	9092.35	18.2804
nHd.2.3.1.t03048-RA	2448	2270.34	3728	9.09972
nHd.2.3.1.t22028-RA	198	47.7418	5205	604.176
nHd.2.3.1.t16970-RA	372	197.348	0	0
nHd.2.3.1.t14079-RA	267	100.873	2	0.109875
nHd.2.3.1.t00712-RA	2352	2174.34	17331	44.1712
nHd.2.3.1.t18168-RA	657	479.4	1132	13.0855
nHd.2.3.1.t00906-RA	5181	5003.34	7820	8.66142
nHd.2.3.1.t13272-RA	2157	1979.34	72.1198	0.201919
nHd.2.3.1.t04284-RA	609	431.445	7368	94.6381
nHd.2.3.1.t14622-RA	213	58.1725	30	2.85789
nHd.2.3.1.t05449-RA	249	85.8861	27.5932	1.78041
nHd.2.3.1.t13185-RA	261	95.8426	0	0
nHd.2.3.1.t12959-RA	1446	1268.34	919	4.01535
nHd.2.3.1.t07737-RA	1560	1382.34	5807	23.2799
nHd.2.3.1.t00831-RA	1194	1016.34	1412	7.69909
nHd.2.3.1.t06636-RA	1959	1781.34	10101	31.4239
nHd.2.3.1.t16410-RA	714	536.39	65	0.671544
nHd.2.3.1.t13511-RA	2343	2165.34	2862	7.32464
nHd.2.3.1.t13932-RA	2628	2450.34	347.877	0.78676
nHd.2.3.1.t03897-RA	900	722.352	1812	13.9012
nHd.2.3.1.t07513-RA	1797	1619.34	18830	64.44
nHd.2.3.1.t20615-RA	381	206.022	1	0.0268985
nHd.2.3.1.t03666-RA	207	53.9168	0	0
nHd.2.3.1.t20343-RA	437	260.568	132.212	2.81185
nHd.2.3.1.t10237-RA	450	273.413	267.697	5.42585
nHd.2.3.1.t09550-RA	675	497.39	4432	49.3793
nHd.2.3.1.t16440-RA	540	362.687	18	0.275032
nHd.2.3.1.t02908-RA	1611	1433.34	10567	40.8551
nHd.2.3.1.t05667-RA	2106	1928.34	20922.1	60.1262
nHd.2.3.1.t02556-RA	2655	2477.34	9658.77	21.6062
nHd.2.3.1.t21576-RA	685	507.39	180.777	1.97443
nHd.2.3.1.t13152-RA	1296	1118.34	3565	17.6656
nHd.2.3.1.t12292-RA	2022	1844.34	2160	6.49017
nHd.2.3.1.t07789-RA	660	482.4	2485	28.547
nHd.2.3.1.t04508-RA	4326	4148.34	30527	40.7805
nHd.2.3.1.t13962-RA	1272	1094.34	16	0.0810236
nHd.2.3.1.t05070-RA	1287	1109.34	31	0.154861
nHd.2.3.1.t08586-RA	1656	1478.34	1447	5.42422
nHd.2.3.1.t19484-RA	81	28.5884	26.1471	5.06844
nHd.2.3.1.t09157-RA	558	380.575	2	0.0291227
nHd.2.3.1.t09773-RA	2697	2519.34	19505	42.9044
nHd.2.3.1.t22716-RA	72	26.2522	32	6.75502
nHd.2.3.1.t22156-RA	367	192.528	1627.16	46.8356
nHd.2.3.1.t08327-RA	804	626.366	2	0.0176947
nHd.2.3.1.t00299-RA	1509	1331.34	12932	53.8295
nHd.2.3.1.t05619-RA	2442	2264.34	12898	31.5663
nHd.2.3.1.t18395-RA	804	626.366	101	0.893584
nHd.2.3.1.t02305-RA	1479	1301.34	2819	12.0046
nHd.2.3.1.t08321-RA	6594	6416.34	1967.23	1.69906
nHd.2.3.1.t01620-RA	1176	998.336	3728	20.6938
nHd.2.3.1.t07887-RA	2376	2198.34	176	0.443671
nHd.2.3.1.t10152-RA	418	241.942	680.637	15.59
nHd.2.3.1.t16598-RA	243	81.0664	3008	205.627
nHd.2.3.1.t10420-RA	1725	1547.34	17669	63.2804
nHd.2.3.1.t03415-RA	1827	1649.34	12208.7	41.0206
nHd.2.3.1.t15619-RA	1779	1601.34	5126	17.7394
nHd.2.3.1.t22487-RA	403	227.291	78.8346	1.92211
nHd.2.3.1.t02010-RA	324	151.894	1	0.0364838
nHd.2.3.1.t14099-RA	115	14.9936	64	23.6547
nHd.2.3.1.t14133-RA	3957	3779.34	10	0.0146631
nHd.2.3.1.t10046-RA	1020	842.336	489	3.21711
nHd.2.3.1.t12955-RA	2454	2276.34	16673.3	40.5908
nHd.2.3.1.t12943-RA	363	188.683	1	0.0293704
nHd.2.3.1.t09085-RA	1563	1385.34	7637	30.5499
nHd.2.3.1.t08544-RA	381	206.022	20.881	0.561667
nHd.2.3.1.t02889-RA	234	73.9186	1227	91.9884
nHd.2.3.1.t00008-RA	1494	1316.34	17957	75.5978
nHd.2.3.1.t15870-RA	1632	1454.34	9187	35.0067
nHd.2.3.1.t14928-RA	672	494.39	10	0.112091
nHd.2.3.1.t02487-RA	1386	1208.34	2802	12.8506
nHd.2.3.1.t05050-RA	1497	1319.34	7259	30.4904
nHd.2.3.1.t10895-RA	1663	1485.34	13806	51.5093
nHd.2.3.1.t12447-RA	435	258.625	212	4.54263
nHd.2.3.1.t02518-RA	1875	1697.34	107	0.349348
nHd.2.3.1.t19763-RA	504	326.878	2235	37.8908
nHd.2.3.1.t01930-RA	2985	2807.34	41792	82.4975
nHd.2.3.1.t02842-RA	894	716.366	8413	65.0816
nHd.2.3.1.t04615-RA	471	294.175	24981	470.594
nHd.2.3.1.t06621-RA	882	704.366	1257	9.88961
nHd.2.3.1.t12918-RA	834	656.366	200	1.6886
nHd.2.3.1.t17566-RA	237	76.3058	607	44.0832
nHd.2.3.1.t19923-RA	387	211.829	3149	82.3816
nHd.2.3.1.t01784-RA	6483	6305.34	8232.55	7.23549
nHd.2.3.1.t12572-RA	1950	1772.34	12628	39.4849
nHd.2.3.1.t00640-RA	528	350.736	4136	65.3495
nHd.2.3.1.t12011-RA	450	273.413	358	7.25615
nHd.2.3.1.t18051-RA	2592	2414.34	0	0
nHd.2.3.1.t06875-RA	282	113.867	64	3.11476
nHd.2.3.1.t16816-RA	816	638.366	93	0.807338
nHd.2.3.1.t02365-RA	4218	4040.34	14522	19.9182
nHd.2.3.1.t18879-RA	957	779.336	80	0.568863
nHd.2.3.1.t02933-RA	1617	1439.34	31117	119.806
nHd.2.3.1.t18027-RA	594	416.488	814	10.8309
nHd.2.3.1.t07157-RA	2361	2183.34	5	0.0126909
nHd.2.3.1.t00410-RA	1890	1712.34	5051	16.3467
nHd.2.3.1.t21432-RA	489	311.98	634.088	11.2633
nHd.2.3.1.t13737-RA	1290	1112.34	1412	7.03462
nHd.2.3.1.t09816-RA	1266	1088.34	1552	7.90261
nHd.2.3.1.t11176-RA	1170	992.336	159	0.887934
nHd.2.3.1.t03436-RA	1185	1007.34	2734	15.0406
nHd.2.3.1.t14578-RA	3324	3146.34	15960	28.1106
nHd.2.3.1.t01060-RA	315	143.543	1455	56.1725
nHd.2.3.1.t05504-RA	1344	1166.34	5690	27.0353
nHd.2.3.1.t06949-RA	1116	938.336	10333	61.0253
nHd.2.3.1.t15461-RA	342	168.778	1	0.0328341
nHd.2.3.1.t02241-RA	1098	920.336	7707	46.4067
nHd.2.3.1.t12820-RA	1476	1298.34	18	0.0768294
nHd.2.3.1.t21097-RA	308	137.208	1580	63.8144
nHd.2.3.1.t03181-RA	1488	1310.34	10484	44.3391
nHd.2.3.1.t06274-RA	1407	1229.34	290	1.30728
nHd.2.3.1.t22661-RA	199	48.4179	6.09419	0.697513
nHd.2.3.1.t01596-RA	846	668.366	4265	35.3628
nHd.2.3.1.t01544-RA	1095	917.336	2	0.0120821
nHd.2.3.1.t16728-RA	255	90.8522	8320	507.493
nHd.2.3.1.t11538-RA	213	58.1725	1	0.0952631
nHd.2.3.1.t11518-RA	1419	1241.34	6570	29.3304
nHd.2.3.1.t03549-RA	1155	977.336	16	0.0907232
nHd.2.3.1.t10107-RA	1218	1040.34	3378	17.994
nHd.2.3.1.t21378-RA	352	178.191	7	0.217699
nHd.2.3.1.t12535-RA	363	188.683	830.688	24.3977
nHd.2.3.1.t01612-RA	2304	2126.34	21633	56.3802
nHd.2.3.1.t04330-RA	1719	1541.34	34.7661	0.124997
nHd.2.3.1.t03709-RA	216	60.3528	42	3.8565
nHd.2.3.1.t13044-RA	300	129.93	1270.22	54.1768
nHd.2.3.1.t02820-RA	534	356.701	3047	47.3381
nHd.2.3.1.t00226-RA	243	81.0664	1161	79.3658
nHd.2.3.1.t05365-RA	3276	3098.34	5160	9.22918
nHd.2.3.1.t20394-RA	262	96.6758	461	26.4256
nHd.2.3.1.t19676-RA	315	143.543	135.495	5.23098
nHd.2.3.1.t15403-RA	198	47.7418	35.097	4.07393
nHd.2.3.1.t07306-RA	927	749.352	7433	54.9693
nHd.2.3.1.t17510-RA	632	454.419	31112.6	379.421
nHd.2.3.1.t17599-RA	1047	869.336	46	0.293233
nHd.2.3.1.t01001-RA	1350	1172.34	6357	30.0498
nHd.2.3.1.t19165-RA	936	758.352	19	0.138843
nHd.2.3.1.t01233-RA	4302	4124.34	35617	47.857
nHd.2.3.1.t02484-RA	1083	905.336	5295	32.4114
nHd.2.3.1.t03938-RA	2160	1982.34	430.75	1.20418
nHd.2.3.1.t19391-RA	2283	2105.34	4911.85	12.929
nHd.2.3.1.t12060-RA	1653	1475.34	17740	66.6354
nHd.2.3.1.t10909-RA	1362	1184.34	2050.49	9.59456
nHd.2.3.1.t02278-RA	6834	6656.34	7199	5.99348
nHd.2.3.1.t05710-RA	1605	1427.34	2240.57	8.69911
nHd.2.3.1.t10096-RA	234	73.9186	27	2.02419
nHd.2.3.1.t07683-RA	2649	2471.34	7116	15.9568
nHd.2.3.1.t19887-RA	558	380.575	34	0.495086
nHd.2.3.1.t05330-RA	684	506.39	5289	57.8803
nHd.2.3.1.t13504-RA	504	326.878	19	0.322114
nHd.2.3.1.t20852-RA	510	332.839	2253	37.5119
nHd.2.3.1.t06339-RA	4104	3926.34	14116.3	19.9239
nHd.2.3.1.t11481-RA	210	55.9812	3006	297.57
nHd.2.3.1.t02061-RA	1101	923.336	2216	13.3
nHd.2.3.1.t00825-RA	1392	1214.34	694097	3167.55
nHd.2.3.1.t16572-RA	240	78.6767	13	0.91567
nHd.2.3.1.t17875-RA	1212	1034.34	182	0.975106
nHd.2.3.1.t13502-RA	222	64.7022	0	0
nHd.2.3.1.t14976-RA	306	135.391	2.08109	0.0851807
nHd.2.3.1.t11920-RA	2940	2762.34	1916.37	3.84454
nHd.2.3.1.t09314-RA	660	482.4	6624	76.0948
nHd.2.3.1.t05620-RA	381	206.022	3646	98.0719
nHd.2.3.1.t03474-RA	354	180.078	292	8.98596
nHd.2.3.1.t20275-RA	756	578.39	8197.79	78.5449
nHd.2.3.1.t15160-RA	435	258.625	845	18.1063
nHd.2.3.1.t07389-RA	348	174.423	753	23.924
nHd.2.3.1.t22005-RA	79	28.4582	1245	242.44
nHd.2.3.1.t03165-RA	735	557.39	45733	454.687
nHd.2.3.1.t05433-RA	306	135.391	41	1.67817
nHd.2.3.1.t16916-RA	321	149.11	355	13.1936
nHd.2.3.1.t22291-RA	199	48.4179	0	0
nHd.2.3.1.t21845-RA	36	10.6571	0	0
nHd.2.3.1.t19935-RA	696	518.39	22	0.235184
nHd.2.3.1.t15494-RA	972	794.336	3.00469	0.0209622
nHd.2.3.1.t00062-RA	14421	14243.3	36396.9	14.161
nHd.2.3.1.t22811-RA	135	17.1559	0	0
nHd.2.3.1.t21272-RA	682	504.39	24	0.263686
nHd.2.3.1.t06838-RA	2040	1862.34	13069	38.889
nHd.2.3.1.t22495-RA	352	178.191	1605	49.9152
nHd.2.3.1.t16273-RA	552	374.613	21	0.310655
nHd.2.3.1.t11583-RA	2736	2558.34	754.854	1.63511
nHd.2.3.1.t01093-RA	1311	1133.34	12	0.0586766
nHd.2.3.1.t22882-RA	79	28.4582	18.2043	3.54494
nHd.2.3.1.t14242-RA	1023	845.336	0	0
nHd.2.3.1.t08229-RA	252	88.374	3	0.188122
nHd.2.3.1.t06232-RA	1392	1214.34	2591	11.8242
nHd.2.3.1.t02341-RA	345	171.606	630	20.3447
nHd.2.3.1.t13350-RA	2165	1987.34	504	1.4054
